model_name,accuracy,precision,recall,f1,roc_auc,auc_pr,true_negatives,false_positives,false_negatives,true_positives
random_forest_tuned,0.9552989445124574,0.9913621262458472,0.5272084805653711,0.6883506343713957,0.7696422791977368,0.6245602243001545,27380,13,1338,1492
logistic_regression,0.6531780432121232,0.1691456243514355,0.6911660777385159,0.27177990829512294,0.7423306023733334,0.3863834070595584,17785,9608,874,1956
