model_name,runner_up_model,selection_metric,precision,recall,f1,roc_auc,pr_auc,pr_auc_gap_vs_runner_up,true_positives,false_positives,false_negatives,true_negatives
random_forest,xgboost,pr_auc,0.9230769230769231,0.7578947368421053,0.8323699421965318,0.975025293370582,0.8094428016101428,5.054009887883737e-05,72,6,23,56645
